Student_ID,login_frequency,avg_session_duration,completed_assignments,quiz_scores_avg,forum_participation,resource_views,task_completion_time,task_accuracy,error_count,repetition_needed,motion_intensity,safety_violations,attention_span_score,fatigue_level,collaboration_index,performance_score,efficiency_gain,instruction_recommendation,Age,Gender,Grade_Level,ID_Level,Adaptive_Functioning,Independent_Learning,Assistance_Level,Working_Memory,Attention_Control,Processing_Speed,Executive_Function,Reasoning_Skill,Reading_Level,Language_Comprehension,Vocabulary_Level,Communication_Mode,Motivation,Emotional_Regulation,Social_Interaction,Sensory_Sensitivity,Preferred_Learning_Mode,Prompt_Dependency,Repetition_Need,Activity_Duration,Literacy_Level,Numeracy_Level,Daily_Living_Skills,Task_Complexity_Tolerance,Recommended_Difficulty,Recommended_Content,Visual_Support,Audio_Support,Session_Length
S243,18,48.7,2,68.0,9,39,14.4,68.4,1,2,0.53,0,0.52,0.65,0.88,55.6,10.8,Competency-Based,11,Female,7,Moderate,2,Medium,Partial,4.0,4,6,5.0,6.0,Beginner,Medium,Medium,AAC,6,7,6,Medium,Visual,Low,High,Medium,4,10,4,Medium,Medium,Worksheet,Yes,No,20
S244,14,16.4,6,88.6,14,23,20.4,87.6,7,2,0.46,1,0.88,0.38,0.3,74.4,16.8,Adaptive,16,Female,11,Moderate,2,Medium,Partial,4.0,6,4,6.0,1.0,Beginner,Medium,Medium,Non-verbal,6,7,4,Low,Visual,Medium,High,Medium,4,6,5,Medium,Easy,Story,Yes,No,10
S245,7,54.0,3,50.4,16,34,10.6,83.5,0,2,0.54,0,0.45,0.1,0.55,64.2,12.4,Competency-Based,18,Male,12,Mild,4,High,Minimal,8.0,7,7,10.0,7.0,Beginner,High,Medium,AAC,8,5,8,High,Mixed,Low,Low,Medium,1,4,3,High,Medium,Video,Yes,Yes,30
S246,7,30.9,8,76.5,7,18,28.2,88.1,6,3,0.46,1,0.67,0.69,0.36,63.6,7.7,Competency-Based,16,Male,9,Moderate,3,Medium,Partial,2.0,7,5,6.0,6.0,Emerging,Medium,Low,AAC,4,4,5,High,Visual,Medium,High,Medium,4,4,6,High,Easy,Story,Yes,Yes,20
S247,11,32.9,9,76.9,17,24,23.9,68.2,2,2,0.54,0,0.78,0.37,0.61,64.6,16.0,Competency-Based,15,Female,4,Mild,4,High,Minimal,9.0,7,5,7.0,5.0,Beginner,High,Medium,AAC,4,7,5,Low,Visual,Low,Low,Long,5,5,4,Medium,Medium,Flashcards,No,Yes,25
S248,11,19.7,3,67.8,8,53,16.8,85.3,2,1,0.73,0,0.54,0.45,0.31,64.5,8.8,Competency-Based,13,Female,5,Moderate,2,Medium,Partial,6.0,6,6,6.0,5.0,Intermediate,Medium,High,Non-verbal,6,3,3,Low,Visual,Medium,High,Medium,7,3,3,Medium,Easy,Quiz,Yes,No,15
S249,5,48.2,9,60.7,7,29,11.5,78.9,6,1,0.6,1,0.74,0.11,0.54,66.2,12.4,Adaptive,15,Male,9,Moderate,2,Medium,Partial,4.0,6,6,2.0,3.0,Beginner,Medium,Medium,Non-verbal,9,3,5,High,Visual,Medium,High,Medium,4,6,5,Medium,Easy,Worksheet,Yes,Yes,10
S250,21,23.2,8,60.6,13,44,27.4,88.2,3,1,0.65,1,0.86,0.44,0.43,62.6,6.1,Competency-Based,13,Female,3,Moderate,3,Medium,Partial,3.0,2,4,3.0,3.0,Intermediate,Low,High,Verbal,3,6,6,Low,Visual,Medium,High,Short,7,7,4,Easy,Easy,Flashcards,Yes,Yes,20
S251,18,40.4,2,89.8,17,28,26.1,72.4,7,2,0.48,0,0.5,0.79,0.62,62.1,14.3,Competency-Based,10,Male,12,Mild,4,High,Minimal,3.0,7,8,7.0,5.0,Intermediate,High,High,Non-verbal,6,6,5,High,Mixed,Medium,Medium,Medium,7,6,8,High,Medium,Quiz,No,Yes,20
S252,18,52.8,8,69.9,19,18,23.9,93.8,5,1,0.67,1,0.9,0.29,0.9,70.8,15.0,Adaptive,10,Male,8,Mild,4,High,Minimal,6.0,7,6,7.0,6.0,Intermediate,High,High,AAC,5,7,9,Low,Audio,Low,Medium,Medium,9,8,7,High,Medium,Flashcards,Yes,Yes,25
S253,5,19.0,3,64.9,19,30,14.0,63.2,3,2,0.63,0,0.7,0.38,0.78,58.0,10.7,Competency-Based,11,Male,8,Moderate,2,Medium,Partial,3.0,6,7,7.0,6.0,Beginner,Medium,Medium,Verbal,4,7,4,High,Mixed,Low,High,Short,4,3,5,Medium,Easy,Quiz,Yes,Yes,15
S254,22,39.1,6,70.2,11,42,16.9,90.7,5,1,0.36,0,0.56,0.58,0.81,64.2,19.3,Competency-Based,17,Female,11,Mild,4,High,Minimal,8.0,7,7,6.0,7.0,Intermediate,High,High,Verbal,7,4,8,Medium,Visual,Medium,Medium,Medium,7,4,4,High,Medium,Quiz,Yes,Yes,25
S255,24,25.5,7,80.1,18,27,10.3,92.7,5,3,0.59,0,0.64,0.67,0.68,66.9,18.1,Competency-Based,13,Male,11,Moderate,2,Medium,Partial,6.0,3,3,6.0,5.0,Beginner,Medium,Low,AAC,7,6,2,High,Mixed,Medium,High,Medium,6,3,3,High,Easy,Video,Yes,No,10
S256,3,30.4,3,56.6,13,26,12.2,91.1,2,3,0.43,1,0.57,0.39,0.32,63.0,15.6,Competency-Based,13,Male,9,Severe,2,Low,Full,5.0,5,5,1.0,1.0,Beginner,Low,Low,Non-verbal,1,2,1,Low,Mixed,High,Medium,Short,4,1,6,Easy,Easy,Story,Yes,No,15
S257,22,36.3,8,70.2,16,52,25.2,79.5,3,3,0.7,0,0.8,0.32,0.42,66.2,15.7,Adaptive,15,Female,7,Mild,5,High,Minimal,5.0,4,8,6.0,10.0,Emerging,High,Low,Non-verbal,6,10,9,Low,Audio,Low,Low,Medium,4,8,5,High,Medium,Video,No,Yes,15
S258,13,31.0,7,76.5,2,23,23.7,76.7,7,3,0.51,1,0.84,0.76,0.86,58.7,8.8,Competency-Based,12,Male,10,Moderate,3,High,Partial,3.0,5,5,10.0,4.0,Beginner,Medium,Medium,Verbal,1,5,5,Low,Visual,Medium,High,Short,4,3,8,Medium,Easy,Worksheet,Yes,No,30
S259,19,44.2,8,92.7,6,50,21.1,97.9,1,2,0.8,0,0.86,0.57,0.52,76.0,14.9,Adaptive,13,Male,5,Mild,4,Medium,Minimal,8.0,8,4,8.0,8.0,Beginner,High,Medium,Verbal,5,7,7,Low,Hands-on,Low,Low,Medium,5,7,7,High,Medium,Video,No,No,30
S260,10,36.6,6,61.4,16,55,27.7,68.7,5,1,0.35,1,0.94,0.18,0.36,62.1,8.0,Competency-Based,9,Female,11,Mild,4,High,Full,5.0,7,5,6.0,9.0,Intermediate,High,High,Verbal,7,8,6,Medium,Audio,Low,Medium,Long,6,2,7,High,Medium,Flashcards,Yes,No,30
S261,6,41.3,8,66.2,11,7,20.8,80.8,4,3,0.69,1,0.84,0.15,0.72,68.3,7.2,Adaptive,8,Male,9,Mild,4,High,Partial,6.0,7,8,9.0,8.0,Beginner,High,Medium,Non-verbal,5,10,5,High,Visual,Low,Low,Medium,4,7,6,High,Medium,Story,Yes,Yes,30
S262,8,48.2,2,67.1,8,46,18.3,85.5,4,2,0.64,0,0.73,0.44,0.48,64.3,20.0,Competency-Based,13,Male,10,Severe,2,Low,Full,3.0,1,1,2.0,2.0,Emerging,Low,Low,Non-verbal,1,1,1,Low,Audio,High,High,Short,1,4,6,Easy,Easy,Flashcards,Yes,No,10
S263,10,40.1,4,77.2,14,23,15.5,86.6,1,3,0.68,1,0.59,0.25,0.46,72.8,14.3,Adaptive,18,Female,9,Severe,1,Low,Minimal,6.0,4,3,3.0,4.0,Beginner,Low,Medium,AAC,1,3,5,High,Audio,High,Medium,Short,4,3,5,Easy,Easy,Quiz,Yes,Yes,15
S264,22,41.4,9,66.1,17,13,28.7,67.8,4,3,0.45,0,0.7,0.28,0.9,61.8,11.5,Competency-Based,8,Male,6,Moderate,3,Medium,Partial,6.0,4,5,6.0,4.0,Beginner,Medium,Medium,Verbal,3,4,3,Low,Visual,Low,High,Short,3,3,3,Medium,Easy,Flashcards,Yes,No,15
S265,5,40.4,9,74.0,12,32,9.8,84.9,0,2,0.55,0,0.42,0.71,0.81,61.9,9.3,Competency-Based,8,Female,11,Moderate,2,Medium,Partial,6.0,4,4,8.0,4.0,Emerging,Medium,Low,Non-verbal,8,3,3,Medium,Audio,Medium,High,Short,4,5,4,Medium,Easy,Video,Yes,No,10
S266,18,32.0,3,85.2,7,24,28.5,91.1,5,2,0.7,0,0.81,0.16,0.54,78.7,14.1,Adaptive,12,Female,7,Mild,4,High,Minimal,8.0,7,5,5.0,6.0,Beginner,High,Medium,AAC,2,8,5,Medium,Hands-on,Low,Medium,Medium,5,6,7,High,Medium,Story,Yes,No,30
S267,5,30.2,4,81.7,13,49,26.2,61.9,1,1,0.42,0,0.65,0.6,0.89,60.2,5.7,Competency-Based,14,Male,10,Mild,4,High,Minimal,9.0,8,7,4.0,5.0,Beginner,High,Medium,AAC,6,7,6,High,Visual,Medium,Low,Long,4,10,6,High,Medium,Video,Yes,No,30
S268,20,55.5,8,70.1,7,11,10.9,94.6,3,1,0.41,0,0.41,0.29,0.69,71.3,6.4,Adaptive,16,Female,4,Mild,3,High,Minimal,6.0,6,8,6.0,7.0,Beginner,High,High,Non-verbal,5,4,5,High,Mixed,Medium,Low,Medium,5,7,8,High,Medium,Flashcards,Yes,Yes,20
S269,16,42.3,6,88.9,13,18,20.4,61.1,5,3,0.58,1,0.43,0.63,0.75,61.8,5.5,Competency-Based,12,Female,3,Mild,4,Low,Minimal,4.0,7,9,6.0,8.0,Beginner,High,Medium,Verbal,4,5,7,Medium,Visual,Medium,Medium,Medium,7,4,7,High,Medium,Quiz,Yes,No,15
S270,20,26.0,3,75.1,6,13,27.1,73.5,1,3,0.56,0,0.61,0.61,0.32,60.8,12.5,Competency-Based,8,Male,10,Moderate,2,Low,Partial,6.0,4,6,7.0,3.0,Beginner,Medium,Medium,Verbal,2,2,6,Medium,Hands-on,Low,Medium,Short,3,4,4,Medium,Easy,Video,Yes,Yes,10
S271,4,37.4,8,74.3,11,59,20.6,60.6,2,1,0.44,1,0.72,0.11,0.37,66.5,14.0,Adaptive,11,Male,6,Mild,4,Medium,Partial,8.0,3,5,6.0,5.0,Beginner,High,Medium,AAC,6,5,9,Medium,Visual,Medium,Low,Short,3,6,6,High,Medium,Video,No,No,10
S272,24,29.9,7,51.5,10,23,28.0,62.9,7,1,0.45,1,0.66,0.46,0.68,50.6,5.9,Competency-Based,9,Male,7,Moderate,2,Medium,Partial,2.0,3,6,1.0,6.0,Emerging,Medium,Low,Non-verbal,4,3,5,Low,Mixed,Low,High,Short,4,6,3,Medium,Easy,Story,Yes,Yes,20
S273,5,57.0,5,94.4,10,51,28.7,94.6,3,2,0.44,0,0.74,0.2,0.84,82.8,15.8,Adaptive,12,Male,12,Moderate,2,High,Partial,4.0,6,2,6.0,6.0,Beginner,Medium,Medium,Verbal,6,3,6,High,Mixed,Medium,High,Medium,4,2,7,Easy,Easy,Worksheet,Yes,No,10
S274,18,15.3,8,55.5,12,56,17.3,73.5,7,1,0.69,1,0.66,0.71,0.67,50.3,8.5,Competency-Based,18,Male,8,Mild,4,High,Minimal,4.0,5,4,10.0,4.0,Intermediate,High,High,AAC,8,8,9,High,Audio,Medium,Medium,Medium,9,5,5,High,Medium,Video,No,Yes,25
S275,11,25.1,4,60.4,17,18,16.3,76.1,2,1,0.63,0,0.76,0.71,0.38,53.6,15.3,Competency-Based,8,Female,5,Moderate,3,High,Minimal,7.0,8,9,6.0,7.0,Intermediate,High,High,AAC,4,7,7,Medium,Mixed,Medium,Medium,Medium,8,4,7,High,Medium,Story,Yes,Yes,20
S276,6,31.4,3,52.3,1,42,28.6,68.2,5,3,0.72,1,0.52,0.39,0.37,54.1,19.7,Competency-Based,9,Male,4,Moderate,2,Medium,Partial,6.0,6,2,3.0,5.0,Beginner,Medium,Medium,AAC,4,6,6,Low,Visual,Medium,High,Medium,6,6,6,Medium,Easy,Worksheet,Yes,No,10
S277,3,37.0,4,78.8,14,57,22.9,82.7,3,1,0.79,1,0.46,0.41,0.81,68.8,15.4,Adaptive,17,Female,7,Severe,2,Low,Minimal,3.0,1,2,4.0,4.0,Beginner,Low,Medium,Verbal,4,1,3,High,Audio,High,High,Short,4,2,5,Easy,Easy,Quiz,Yes,No,10
S278,6,53.3,3,60.1,19,40,10.6,82.6,7,3,0.54,1,0.73,0.31,0.38,62.9,18.2,Competency-Based,11,Female,12,Mild,4,High,Full,7.0,9,7,7.0,7.0,Intermediate,High,High,Non-verbal,4,7,8,High,Visual,Medium,Medium,Long,6,10,7,High,Medium,Story,No,Yes,20
S279,3,19.0,8,58.1,17,44,8.9,74.1,4,1,0.33,0,0.67,0.6,0.61,54.1,19.2,Competency-Based,17,Male,6,Moderate,3,Medium,Partial,5.0,6,7,3.0,3.0,Beginner,Medium,Medium,Verbal,7,7,7,High,Audio,Medium,High,Medium,7,5,3,Medium,Easy,Video,Yes,Yes,25
S280,16,51.3,2,54.0,14,21,20.4,72.7,7,2,0.32,1,0.41,0.35,0.32,56.7,12.3,Competency-Based,9,Male,7,Moderate,1,Medium,Partial,7.0,6,4,3.0,3.0,Beginner,Medium,Medium,Verbal,3,3,2,High,Hands-on,Low,High,Medium,5,2,4,Medium,Easy,Quiz,Yes,Yes,10
S281,23,17.5,7,54.6,18,34,28.5,93.6,1,1,0.45,0,0.61,0.29,0.35,65.0,15.5,Adaptive,18,Female,10,Moderate,2,Low,Full,4.0,3,6,2.0,4.0,Emerging,Medium,Low,Verbal,7,5,4,High,Audio,Low,High,Short,4,5,4,Medium,Easy,Video,Yes,No,10
S282,18,52.9,8,76.3,11,13,26.6,74.6,5,1,0.77,1,0.46,0.4,0.7,65.4,17.8,Adaptive,17,Male,6,Moderate,2,Medium,Partial,1.0,7,1,2.0,5.0,Emerging,Medium,Low,Verbal,5,5,4,Low,Visual,Low,High,Medium,3,4,5,Easy,Easy,Worksheet,Yes,No,10
S283,22,17.3,9,81.0,12,37,22.9,78.8,0,1,0.56,1,0.69,0.16,0.71,73.8,10.3,Adaptive,15,Female,11,Moderate,2,Medium,Partial,5.0,4,4,5.0,5.0,Intermediate,Medium,High,Non-verbal,3,4,5,High,Hands-on,Medium,High,Short,8,3,6,Medium,Easy,Worksheet,Yes,Yes,10
S284,10,15.8,4,67.9,10,56,11.1,70.8,7,3,0.44,1,0.62,0.62,0.5,56.3,8.9,Competency-Based,16,Female,11,Moderate,2,Medium,Partial,5.0,6,5,6.0,6.0,Beginner,Medium,Medium,Non-verbal,3,7,7,High,Hands-on,Low,High,Medium,6,5,3,Medium,Easy,Quiz,Yes,Yes,30
S285,9,46.4,5,71.6,4,29,13.6,89.9,3,2,0.5,1,0.74,0.11,0.43,74.1,19.2,Adaptive,8,Male,7,Mild,4,High,Minimal,5.0,6,6,8.0,5.0,Beginner,High,Medium,Verbal,4,5,5,High,Hands-on,High,Low,Medium,6,9,7,High,Medium,Video,No,Yes,30
S286,5,59.9,5,80.9,0,18,27.3,75.1,3,1,0.6,0,0.84,0.55,0.79,64.6,15.9,Competency-Based,15,Male,8,Severe,2,Low,Full,3.0,1,3,3.0,7.0,Emerging,Low,Medium,Verbal,2,5,4,High,Hands-on,High,High,Short,2,4,3,Easy,Easy,Video,Yes,No,10
S287,19,55.3,6,50.8,2,15,12.0,79.5,6,3,0.63,0,0.56,0.23,0.43,60.0,8.3,Competency-Based,12,Female,8,Severe,2,Medium,Partial,6.0,1,3,2.0,3.0,Beginner,Low,Medium,Non-verbal,1,2,5,Medium,Hands-on,High,High,Short,5,2,2,Easy,Easy,Video,Yes,No,10
S288,3,40.9,3,64.5,18,57,14.1,69.6,7,2,0.38,1,0.93,0.26,0.63,61.8,11.7,Competency-Based,11,Female,7,Moderate,2,Medium,Partial,4.0,4,3,5.0,2.0,Beginner,Medium,Medium,AAC,4,5,5,Medium,Visual,Medium,High,Short,7,3,7,Easy,Easy,Flashcards,Yes,Yes,15
S289,18,56.3,4,93.8,6,39,10.9,97.5,5,3,0.79,1,0.69,0.54,0.88,76.5,16.9,Adaptive,13,Male,12,Mild,4,High,Minimal,7.0,6,6,4.0,7.0,Intermediate,High,High,Non-verbal,8,8,6,Low,Audio,Low,Low,Medium,7,7,7,High,Medium,Video,Yes,Yes,30
S290,14,15.2,6,76.1,11,45,22.9,71.1,5,3,0.57,0,0.74,0.8,0.39,56.3,13.2,Competency-Based,17,Female,11,Mild,4,Low,Minimal,8.0,8,4,8.0,7.0,Beginner,High,Medium,Verbal,7,7,8,Low,Visual,Low,Low,Medium,6,7,9,High,Medium,Worksheet,Yes,Yes,20
S291,21,58.9,4,61.4,14,18,28.8,89.3,2,2,0.37,0,0.77,0.64,0.86,59.4,14.7,Competency-Based,15,Male,9,Moderate,2,Medium,Partial,8.0,4,5,2.0,5.0,Intermediate,Medium,High,Non-verbal,3,6,5,Medium,Hands-on,Medium,High,Medium,7,7,4,Medium,Easy,Quiz,Yes,Yes,15
S292,24,37.1,9,73.5,4,34,13.9,76.2,6,1,0.75,0,0.77,0.26,0.41,67.5,16.3,Adaptive,18,Female,12,Mild,4,Medium,Full,10.0,6,5,4.0,7.0,Intermediate,High,High,Verbal,7,8,4,High,Visual,Low,Low,Medium,8,5,7,High,Medium,Worksheet,No,No,25
S293,24,47.5,3,65.4,14,45,18.5,67.8,7,3,0.34,0,0.68,0.22,0.64,62.4,14.3,Competency-Based,18,Female,10,Mild,4,High,Minimal,8.0,8,8,8.0,7.0,Intermediate,High,High,AAC,5,5,3,Medium,Hands-on,Low,Medium,Medium,9,10,6,High,Medium,Worksheet,No,Yes,20
S294,16,51.9,8,74.0,7,8,22.0,90.4,4,3,0.75,1,0.64,0.71,0.53,63.1,13.1,Competency-Based,16,Female,9,Mild,4,Medium,Minimal,8.0,10,7,8.0,5.0,Beginner,High,Medium,Verbal,7,8,9,Low,Visual,Medium,Low,Long,5,9,7,High,Medium,Flashcards,Yes,Yes,20
S295,8,47.3,8,55.7,9,8,30.0,72.7,2,1,0.8,1,0.43,0.41,0.88,56.7,16.2,Competency-Based,12,Female,10,Mild,4,High,Minimal,6.0,7,7,8.0,6.0,Beginner,High,Medium,Non-verbal,9,5,6,Medium,Mixed,Low,Medium,Medium,4,3,7,High,Medium,Story,No,Yes,25
S296,8,39.1,5,56.0,15,32,10.3,92.9,6,1,0.65,0,0.41,0.2,0.46,66.7,15.9,Adaptive,15,Male,6,Mild,4,High,Minimal,6.0,7,6,6.0,9.0,Beginner,High,Medium,Non-verbal,8,8,8,Low,Mixed,Medium,Low,Medium,6,7,6,Easy,Easy,Video,No,No,20
S297,15,36.4,8,56.5,7,12,19.0,94.8,7,2,0.69,0,0.6,0.7,0.54,57.3,14.4,Competency-Based,8,Female,10,Mild,4,High,Minimal,7.0,6,5,6.0,6.0,Beginner,High,Medium,Non-verbal,2,6,7,Medium,Visual,Medium,Low,Long,7,6,8,High,Medium,Story,No,Yes,25
S298,21,52.7,8,92.3,0,6,16.5,92.7,7,2,0.47,0,0.58,0.67,0.89,71.6,10.4,Competency-Based,17,Male,11,Moderate,2,Medium,Partial,4.0,3,1,2.0,1.0,Intermediate,Medium,High,Verbal,4,4,6,Medium,Mixed,Medium,High,Short,9,9,4,Medium,Easy,Worksheet,Yes,No,15
S299,24,24.2,9,83.0,11,45,27.0,61.3,2,2,0.77,0,0.61,0.79,0.62,56.6,11.1,Competency-Based,9,Female,8,Moderate,2,Medium,Partial,3.0,3,1,3.0,3.0,Beginner,Medium,Medium,AAC,3,3,3,Medium,Visual,Low,High,Short,4,5,3,Medium,Easy,Flashcards,Yes,Yes,15
S300,10,58.6,2,57.3,4,50,18.5,89.9,4,1,0.56,0,0.48,0.74,0.6,55.7,19.6,Competency-Based,10,Female,4,Mild,4,High,Minimal,8.0,5,4,7.0,7.0,Beginner,High,Medium,AAC,6,5,4,Low,Mixed,Medium,Low,Medium,6,4,9,High,Medium,Flashcards,Yes,Yes,30
S301,4,47.0,5,58.5,2,26,10.4,75.6,6,3,0.67,0,0.81,0.7,0.45,52.5,6.7,Competency-Based,17,Female,5,Moderate,2,Medium,Partial,6.0,5,4,4.0,6.0,Beginner,Medium,Medium,AAC,3,2,5,Medium,Mixed,Low,High,Medium,3,4,5,Medium,Hard,Story,Yes,No,15
S302,23,24.0,6,82.9,0,45,22.0,93.2,7,3,0.76,1,0.87,0.14,0.72,78.6,9.0,Adaptive,12,Female,2,Severe,2,Low,Full,1.0,1,1,2.0,1.0,Emerging,Low,Low,AAC,2,4,4,High,Audio,High,High,Short,1,4,1,Easy,Medium,Quiz,Yes,No,15
S303,3,48.1,7,57.0,3,59,25.0,84.2,7,2,0.79,1,0.92,0.17,0.31,65.0,12.4,Adaptive,13,Male,8,Mild,4,High,Minimal,6.0,7,7,6.0,4.0,Intermediate,High,High,Non-verbal,6,8,5,Low,Mixed,Medium,Medium,Long,6,7,5,Medium,Medium,Video,No,Yes,10
S304,17,38.8,2,60.6,7,20,8.1,91.7,6,1,0.72,1,0.67,0.5,0.33,62.2,17.6,Competency-Based,11,Female,9,Mild,4,High,Minimal,5.0,7,7,7.0,6.0,Beginner,High,Medium,AAC,7,5,4,Medium,Hands-on,Medium,Medium,Long,7,6,4,High,Easy,Video,No,No,20
S305,3,46.8,6,93.4,2,33,26.9,79.0,0,3,0.45,0,0.79,0.47,0.66,72.7,7.5,Adaptive,16,Female,5,Moderate,2,Medium,Partial,5.0,4,4,1.0,1.0,Emerging,Medium,Low,AAC,5,7,5,Low,Visual,Medium,High,Medium,1,6,3,Medium,Easy,Flashcards,Yes,Yes,15
S306,7,49.6,3,61.5,9,53,12.1,80.3,2,2,0.78,0,0.87,0.42,0.51,61.1,9.2,Competency-Based,17,Male,12,Mild,4,High,Minimal,5.0,7,9,7.0,5.0,Intermediate,High,High,AAC,4,8,9,Medium,Mixed,Low,Low,Medium,8,8,8,High,Medium,Quiz,No,Yes,30
S307,18,18.9,2,79.8,1,52,20.1,65.5,2,3,0.61,0,0.63,0.38,0.87,64.8,6.0,Competency-Based,12,Female,7,Moderate,2,Medium,Minimal,6.0,5,5,1.0,6.0,Emerging,Medium,Low,Verbal,5,8,7,Low,Hands-on,Medium,High,Medium,2,2,4,Medium,Easy,Video,Yes,No,10
S308,21,37.8,9,94.0,10,34,17.1,89.8,3,3,0.77,1,0.57,0.4,0.84,77.2,15.6,Adaptive,14,Male,9,Mild,4,High,Minimal,5.0,7,9,9.0,4.0,Intermediate,High,High,Verbal,7,6,8,Medium,Hands-on,Medium,Medium,Medium,6,7,6,Medium,Medium,Video,No,Yes,25
S309,6,56.9,6,66.8,9,16,23.8,75.9,4,1,0.64,0,0.92,0.5,0.73,60.1,8.6,Competency-Based,18,Male,7,Mild,4,High,Minimal,4.0,8,7,10.0,8.0,Beginner,High,Medium,AAC,5,1,6,Medium,Audio,Low,Medium,Medium,7,7,4,High,Medium,Story,No,Yes,30
S310,5,29.4,3,50.8,13,39,16.2,79.0,1,1,0.45,0,0.68,0.1,0.79,62.9,10.8,Competency-Based,14,Female,3,Moderate,3,Medium,Partial,3.0,7,4,5.0,4.0,Beginner,High,Medium,AAC,7,6,5,Low,Mixed,Low,High,Medium,3,6,6,Medium,Hard,Flashcards,Yes,No,15
S311,19,41.7,5,61.0,6,15,27.1,89.8,0,3,0.49,1,0.67,0.28,0.7,66.7,11.7,Adaptive,17,Female,7,Moderate,2,Medium,Full,5.0,3,4,3.0,7.0,Beginner,Medium,Medium,AAC,6,7,5,Medium,Hands-on,Medium,High,Short,6,5,5,Medium,Easy,Worksheet,Yes,Yes,15
S312,19,31.6,7,87.4,1,50,24.1,82.8,6,2,0.58,0,0.5,0.46,0.38,71.0,18.4,Adaptive,10,Male,11,Moderate,3,High,Minimal,7.0,6,7,7.0,6.0,Beginner,High,Medium,Verbal,5,9,9,Medium,Visual,Low,Medium,Medium,6,4,5,High,Medium,Video,No,Yes,25
S313,14,35.4,3,88.9,8,54,22.2,67.6,6,1,0.7,1,0.46,0.61,0.76,64.0,11.2,Competency-Based,16,Male,11,Severe,2,Low,Full,1.0,3,1,1.0,5.0,Emerging,Low,Low,Verbal,1,1,3,Low,Audio,High,High,Short,4,3,2,Easy,Hard,Worksheet,Yes,No,10
S314,16,39.7,8,84.6,15,25,25.5,82.4,6,3,0.46,1,0.86,0.22,0.43,74.6,7.2,Adaptive,13,Female,12,Moderate,1,Medium,Partial,7.0,4,3,4.0,4.0,Emerging,Medium,Low,AAC,8,6,7,High,Hands-on,Medium,High,Short,2,3,7,Easy,Easy,Video,Yes,No,25
S315,23,39.7,4,55.1,12,25,24.6,75.5,0,1,0.59,0,0.74,0.48,0.49,56.1,12.9,Competency-Based,17,Female,11,Moderate,1,Medium,Partial,5.0,5,3,4.0,5.0,Beginner,Medium,Medium,Non-verbal,4,3,5,Medium,Visual,Medium,High,Medium,6,5,4,Medium,Easy,Story,Yes,No,20
S316,8,24.1,3,85.8,8,9,8.8,77.8,7,1,0.47,1,0.58,0.6,0.79,66.0,19.4,Adaptive,15,Male,10,Severe,2,Low,Full,2.0,1,1,6.0,5.0,Emerging,Low,Low,Non-verbal,4,1,4,Medium,Mixed,High,Medium,Short,3,3,1,Easy,Easy,Flashcards,Yes,Yes,20
S317,5,45.8,3,91.3,19,52,16.7,61.1,6,1,0.71,0,0.51,0.41,0.62,67.0,14.1,Adaptive,11,Male,5,Moderate,2,Medium,Partial,2.0,2,4,5.0,4.0,Beginner,Medium,Medium,Non-verbal,4,6,6,Low,Audio,Medium,High,Short,4,2,1,Medium,Easy,Story,Yes,No,15
S318,11,19.0,7,77.0,3,24,28.5,68.0,6,3,0.53,1,0.71,0.12,0.82,69.2,19.8,Adaptive,16,Male,11,Mild,4,High,Minimal,6.0,7,4,5.0,10.0,Intermediate,High,High,Non-verbal,7,6,8,Medium,Mixed,Low,Medium,Medium,6,6,7,Easy,Medium,Worksheet,No,Yes,20
S319,7,21.2,4,92.3,9,41,10.8,70.7,4,2,0.34,0,0.72,0.41,0.43,70.5,17.6,Adaptive,8,Male,3,Mild,4,High,Minimal,7.0,6,5,4.0,4.0,Intermediate,High,High,Non-verbal,4,2,10,High,Mixed,Medium,Medium,Medium,7,5,7,High,Medium,Flashcards,No,Yes,20
S320,19,15.1,8,87.2,11,7,24.2,87.1,5,2,0.38,1,0.51,0.31,0.66,75.3,5.5,Adaptive,8,Female,4,Moderate,2,Medium,Partial,6.0,4,3,4.0,3.0,Beginner,Medium,Medium,Non-verbal,4,4,8,Medium,Visual,Low,High,Medium,6,6,5,Medium,Easy,Flashcards,Yes,No,10
S321,16,20.3,6,80.0,16,48,29.4,60.4,5,2,0.33,0,0.87,0.75,0.35,55.6,14.9,Competency-Based,8,Male,5,Mild,5,High,Minimal,6.0,5,7,8.0,7.0,Beginner,High,Medium,Verbal,7,6,8,High,Visual,Medium,Medium,Medium,8,6,4,High,Medium,Quiz,No,No,25
S322,23,36.3,6,76.0,13,37,9.1,75.5,3,1,0.55,1,0.45,0.19,0.69,70.0,9.3,Adaptive,15,Female,12,Mild,4,High,Minimal,10.0,6,9,5.0,6.0,Intermediate,High,High,AAC,8,8,7,Low,Hands-on,Low,High,Medium,8,4,6,Easy,Medium,Worksheet,Yes,Yes,20
S323,5,42.3,3,65.7,13,57,23.0,95.1,3,3,0.35,1,0.6,0.56,0.76,64.3,13.4,Competency-Based,16,Female,6,Mild,3,High,Minimal,5.0,10,6,3.0,8.0,Intermediate,High,High,Non-verbal,7,6,8,Low,Mixed,Low,Medium,Long,10,5,8,High,Medium,Worksheet,No,Yes,20
